Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Indonesia,Electronics,Offline,Low,2022-09-01,142516,2022-09-12,447,5.73,4.7,2561.31,2100.9,460.41
Europe,Germany,Furniture,Online,Medium,2022-11-17,636974,2022-11-22,229,448.05,308.19,102603.45,70575.51,32027.94
Europe,France,Furniture,Online,High,2023-02-26,881128,2023-03-06,257,16.91,14.55,4345.87,3739.35,606.52
Europe,France,Electronics,Offline,Medium,2020-01-14,594559,2020-01-29,333,139.08,80.03,46313.64,26649.99,19663.65
Australia,New Zealand,Food,Online,Low,2023-04-02,624067,2023-04-22,63,455.45,390.96,28693.35,24630.48,4062.87
Asia,India,Food,Online,Low,2023-07-25,721920,2023-08-06,98,412.59,236.56,40433.82,23182.88,17250.94
Africa,Kenya,Beverages,Offline,Critical,2021-03-19,847266,2021-03-21,144,481.68,254.47,69361.92,36643.68,32718.24
Europe,UK,Electronics,Online,Low,2020-11-24,924561,2020-11-29,52,265.64,207.11,13813.28,10769.72,3043.56
Africa,South Africa,Beverages,Offline,Critical,2020-08-26,639233,2020-09-10,8,356.79,254.11,2854.32,2032.88,821.44
Europe,Italy,Clothing,Online,Low,2020-11-13,672180,2020-12-02,427,271.51,155.38,115934.77,66347.26,49587.51
South America,Chile,Beverages,Online,High,2021-01-23,824031,2021-02-04,301,256.46,206.94,77194.46,62288.94,14905.52
Australia,Australia,Furniture,Offline,High,2023-02-20,932289,2023-02-28,125,441.3,239.19,55162.5,29898.75,25263.75
Africa,Egypt,Electronics,Online,High,2020-06-05,971399,2020-06-18,50,225.87,141.55,11293.5,7077.5,4216.0
North America,Mexico,Office Supplies,Online,Low,2020-08-03,356578,2020-08-05,410,61.94,37.16,25395.4,15235.6,10159.8
North America,Mexico,Beverages,Offline,Critical,2020-02-11,429485,2020-02-19,427,16.14,8.6,6891.78,3672.2,3219.58
Asia,Japan,Office Supplies,Offline,Low,2020-08-25,893382,2020-09-02,334,494.71,255.87,165233.14,85460.58,79772.56
Europe,Germany,Electronics,Offline,Low,2021-04-30,246827,2021-05-02,222,268.03,189.9,59502.66,42157.8,17344.86
Africa,Kenya,Food,Online,Medium,2023-08-28,626319,2023-09-09,191,387.6,202.02,74031.6,38585.82,35445.78
Australia,New Zealand,Beverages,Offline,Medium,2022-10-12,762962,2022-10-24,324,23.05,12.93,7468.2,4189.32,3278.88
Africa,Egypt,Beverages,Offline,High,2021-08-30,982909,2021-09-04,98,30.11,22.71,2950.78,2225.58,725.2
Europe,Spain,Electronics,Online,Low,2023-08-29,436333,2023-09-08,496,21.11,16.1,10470.56,7985.6,2484.96
Africa,Egypt,Clothing,Offline,Critical,2021-06-25,100772,2021-07-06,478,98.35,59.59,47011.3,28484.02,18527.28
Asia,China,Beverages,Offline,Medium,2020-07-21,386797,2020-08-09,189,85.68,43.12,16193.52,8149.68,8043.84
Asia,Indonesia,Clothing,Online,High,2021-02-14,156820,2021-03-02,303,321.49,224.58,97411.47,68047.74,29363.73
Asia,Japan,Office Supplies,Offline,High,2022-07-20,773407,2022-08-08,152,433.11,367.77,65832.72,55901.04,9931.68
Africa,South Africa,Office Supplies,Online,Low,2020-04-17,940301,2020-05-02,466,417.59,334.49,194596.94,155872.34,38724.6
Africa,Kenya,Clothing,Offline,Critical,2020-06-12,793044,2020-06-28,243,142.93,93.04,34731.99,22608.72,12123.27
North America,USA,Clothing,Offline,Medium,2020-07-31,851779,2020-08-13,204,244.73,172.6,49924.92,35210.4,14714.52
Europe,Germany,Furniture,Offline,Low,2021-03-15,980209,2021-03-20,480,49.79,43.35,23899.2,20808.0,3091.2
Europe,Italy,Electronics,Offline,Critical,2020-08-11,314372,2020-08-15,397,462.47,291.01,183600.59,115530.97,68069.62
North America,USA,Furniture,Online,Medium,2022-01-28,351045,2022-02-14,102,99.25,64.7,10123.5,6599.4,3524.1
Australia,Australia,Furniture,Offline,Critical,2022-03-24,866822,2022-04-03,176,198.24,155.5,34890.24,27368.0,7522.24
North America,Canada,Food,Online,High,2020-01-06,160437,2020-01-18,171,203.83,157.63,34854.93,26954.73,7900.2
North America,USA,Electronics,Offline,Medium,2020-09-28,835225,2020-10-10,203,106.47,66.03,21613.41,13404.09,8209.32
South America,Brazil,Office Supplies,Online,Low,2022-08-09,702147,2022-08-11,108,444.48,284.84,48003.84,30762.72,17241.12
Asia,Indonesia,Office Supplies,Online,Medium,2020-08-13,445767,2020-08-29,377,396.04,346.35,149307.08,130573.95,18733.13
Australia,New Zealand,Food,Online,High,2020-12-22,550693,2021-01-04,473,441.54,263.9,208848.42,124824.7,84023.72
Australia,New Zealand,Office Supplies,Offline,Medium,2023-11-22,600264,2023-12-04,25,159.07,96.06,3976.75,2401.5,1575.25
Africa,Nigeria,Furniture,Offline,High,2020-12-28,454376,2021-01-12,247,495.9,337.47,122487.3,83355.09,39132.21
South America,Brazil,Food,Online,Critical,2023-02-28,906626,2023-03-20,432,288.71,235.77,124722.72,101852.64,22870.08
Asia,Indonesia,Office Supplies,Offline,Medium,2022-10-28,449149,2022-11-10,336,166.6,95.72,55977.6,32161.92,23815.68
Africa,Nigeria,Furniture,Online,Medium,2020-08-01,741579,2020-08-20,165,208.89,144.01,34466.85,23761.65,10705.2
South America,Argentina,Food,Online,Low,2023-04-26,198611,2023-05-01,224,120.9,107.36,27081.6,24048.64,3032.96
Africa,Nigeria,Beverages,Online,Low,2022-09-06,729356,2022-09-20,485,140.91,120.49,68341.35,58437.65,9903.7
Europe,UK,Beverages,Online,Critical,2020-07-19,413609,2020-07-29,212,197.1,168.51,41785.2,35724.12,6061.08
Asia,China,Food,Offline,Low,2022-08-03,200099,2022-08-14,125,21.29,15.0,2661.25,1875.0,786.25
Europe,UK,Food,Online,High,2021-01-02,795396,2021-01-22,465,75.46,52.92,35088.9,24607.8,10481.1
Australia,Australia,Electronics,Online,Medium,2020-10-10,388123,2020-10-24,452,457.09,392.12,206604.68,177238.24,29366.44
Australia,Australia,Beverages,Offline,Critical,2023-09-28,929292,2023-10-08,174,289.13,217.77,50308.62,37891.98,12416.64
Africa,South Africa,Electronics,Offline,Critical,2021-08-28,913822,2021-09-12,57,482.39,367.28,27496.23,20934.96,6561.27
Africa,Egypt,Food,Online,Medium,2020-10-20,221378,2020-11-09,369,351.6,302.62,129740.4,111666.78,18073.62
Africa,Kenya,Furniture,Offline,Low,2023-12-31,996984,2024-01-11,433,162.97,92.88,70566.01,40217.04,30348.97
Asia,Japan,Food,Online,Low,2023-05-04,714683,2023-05-18,385,402.19,222.34,154843.15,85600.9,69242.25
South America,Colombia,Food,Online,Low,2020-12-04,849163,2020-12-19,269,379.21,256.84,102007.49,69089.96,32917.53
Australia,New Zealand,Furniture,Online,Critical,2021-07-10,811576,2021-07-16,20,110.85,68.02,2217.0,1360.4,856.6
North America,Mexico,Beverages,Offline,Medium,2021-12-12,559347,2021-12-16,369,263.57,149.97,97257.33,55338.93,41918.4
North America,Canada,Furniture,Online,Medium,2021-12-27,333637,2022-01-03,196,412.53,347.46,80855.88,68102.16,12753.72
South America,Brazil,Beverages,Offline,Critical,2023-07-07,838609,2023-07-16,328,77.28,39.27,25347.84,12880.56,12467.28
Europe,France,Electronics,Online,Critical,2023-02-02,849265,2023-02-17,14,376.76,322.72,5274.64,4518.08,756.56
North America,Mexico,Electronics,Offline,Medium,2023-10-08,103848,2023-10-12,162,234.8,127.84,38037.6,20710.08,17327.52
Asia,South Korea,Furniture,Online,Medium,2020-12-13,711452,2020-12-25,440,344.04,240.72,151377.6,105916.8,45460.8
Africa,Kenya,Clothing,Online,Low,2022-09-28,823764,2022-10-10,322,167.6,147.82,53967.2,47598.04,6369.16
Australia,Australia,Beverages,Offline,Low,2020-02-01,620899,2020-02-14,134,359.64,259.95,48191.76,34833.3,13358.46
South America,Colombia,Electronics,Offline,Critical,2022-09-14,300086,2022-10-02,155,29.8,17.57,4619.0,2723.35,1895.65
North America,USA,Clothing,Online,Critical,2022-02-05,847007,2022-02-10,60,380.36,232.33,22821.6,13939.8,8881.8
Africa,South Africa,Furniture,Offline,High,2023-07-11,739783,2023-07-31,127,15.24,10.29,1935.48,1306.83,628.65
North America,USA,Food,Online,Medium,2020-01-05,963955,2020-01-18,150,495.7,378.97,74355.0,56845.5,17509.5
Europe,Spain,Beverages,Offline,Medium,2021-07-06,792736,2021-07-26,91,332.84,266.79,30288.44,24277.89,6010.55
Africa,Nigeria,Food,Offline,Medium,2023-02-05,592713,2023-02-24,91,134.6,110.81,12248.6,10083.71,2164.89
North America,USA,Clothing,Online,High,2023-06-28,370884,2023-07-04,46,264.61,197.97,12172.06,9106.62,3065.44
Europe,UK,Electronics,Offline,Critical,2023-10-02,397934,2023-10-12,1,246.62,206.93,246.62,206.93,39.69
Australia,Australia,Furniture,Offline,Medium,2023-05-24,817135,2023-06-03,146,40.34,28.53,5889.64,4165.38,1724.26
Europe,France,Office Supplies,Online,High,2023-04-15,617842,2023-04-29,433,265.04,219.27,114762.32,94943.91,19818.41
South America,Argentina,Electronics,Online,High,2021-10-25,568774,2021-10-27,435,41.12,33.53,17887.2,14585.55,3301.65
Australia,New Zealand,Food,Offline,Medium,2020-11-18,944583,2020-11-23,435,258.79,232.33,112573.65,101063.55,11510.1
South America,Chile,Office Supplies,Offline,High,2021-12-06,274415,2021-12-08,8,207.5,140.98,1660.0,1127.84,532.16
Asia,Japan,Beverages,Online,Medium,2020-04-23,527606,2020-05-04,491,315.78,270.85,155047.98,132987.35,22060.63
Australia,New Zealand,Electronics,Offline,Critical,2021-12-16,586979,2021-12-21,94,115.02,67.43,10811.88,6338.42,4473.46
Asia,Indonesia,Electronics,Offline,Medium,2020-05-09,231881,2020-05-24,87,348.65,184.67,30332.55,16066.29,14266.26
Asia,China,Furniture,Online,Medium,2020-07-20,728774,2020-07-26,341,74.28,49.2,25329.48,16777.2,8552.28
North America,Canada,Furniture,Online,Low,2022-02-04,174943,2022-02-14,192,141.92,106.18,27248.64,20386.56,6862.08
Australia,New Zealand,Clothing,Offline,Medium,2022-04-06,340599,2022-04-17,69,289.36,257.3,19965.84,17753.7,2212.14
South America,Argentina,Food,Online,High,2023-02-03,270664,2023-02-23,70,298.33,191.39,20883.1,13397.3,7485.8
Europe,Italy,Office Supplies,Offline,Low,2023-05-17,865209,2023-06-03,300,467.78,323.59,140334.0,97077.0,43257.0
South America,Chile,Clothing,Online,Medium,2022-02-04,165400,2022-02-07,422,87.44,45.57,36899.68,19230.54,17669.14
Europe,UK,Clothing,Online,Low,2020-01-14,124806,2020-01-23,111,70.48,55.2,7823.28,6127.2,1696.08
Australia,Australia,Clothing,Offline,High,2021-11-29,698455,2021-12-16,438,236.18,171.01,103446.84,74902.38,28544.46
Australia,Australia,Office Supplies,Online,High,2021-01-30,914237,2021-02-17,483,429.59,215.93,207491.97,104294.19,103197.78
Africa,Egypt,Office Supplies,Offline,Critical,2022-02-15,461766,2022-02-24,89,365.7,290.01,32547.3,25810.89,6736.41
Africa,Nigeria,Electronics,Offline,Low,2022-11-26,918983,2022-12-15,226,355.2,230.86,80275.2,52174.36,28100.84
South America,Brazil,Electronics,Offline,Low,2021-01-05,568172,2021-01-24,406,196.79,141.74,79896.74,57546.44,22350.3
Australia,Australia,Electronics,Online,Low,2021-09-11,319977,2021-09-20,418,235.48,118.89,98430.64,49696.02,48734.62
Africa,Nigeria,Food,Online,Critical,2023-10-09,709017,2023-10-28,26,448.93,355.0,11672.18,9230.0,2442.18
Africa,Kenya,Clothing,Offline,High,2023-07-13,992767,2023-07-31,254,24.85,14.84,6311.9,3769.36,2542.54
Australia,New Zealand,Electronics,Online,Low,2023-06-15,426207,2023-07-02,190,27.52,22.97,5228.8,4364.3,864.5
Africa,Egypt,Furniture,Offline,High,2021-10-17,310428,2021-10-20,156,41.17,27.68,6422.52,4318.08,2104.44
Europe,Germany,Electronics,Offline,Medium,2023-06-21,649277,2023-07-05,419,62.06,40.4,26003.14,16927.6,9075.54
North America,USA,Office Supplies,Online,Medium,2023-05-08,251955,2023-05-21,361,474.37,273.68,171247.57,98798.48,72449.09
South America,Argentina,Beverages,Online,Low,2021-04-15,853934,2021-05-05,290,425.53,294.68,123403.7,85457.2,37946.5
South America,Brazil,Clothing,Offline,Critical,2021-08-21,671549,2021-09-09,244,108.59,67.79,26495.96,16540.76,9955.2
Europe,France,Beverages,Offline,High,2021-09-21,879740,2021-09-23,241,480.6,250.17,115824.6,60290.97,55533.63
Australia,New Zealand,Beverages,Offline,High,2020-05-06,265628,2020-05-11,313,211.48,139.84,66193.24,43769.92,22423.32
Europe,France,Food,Online,Low,2022-05-12,332612,2022-06-01,493,14.7,7.45,7247.1,3672.85,3574.25
Africa,South Africa,Furniture,Online,Critical,2023-01-12,262944,2023-01-29,487,423.2,255.65,206098.4,124501.55,81596.85
North America,Canada,Beverages,Offline,Medium,2022-03-01,178427,2022-03-11,389,494.92,334.15,192523.88,129984.35,62539.53
Africa,Egypt,Beverages,Offline,Low,2020-01-05,986304,2020-01-12,365,116.72,79.64,42602.8,29068.6,13534.2
North America,Mexico,Furniture,Online,High,2023-10-23,827319,2023-11-02,115,70.02,57.57,8052.3,6620.55,1431.75
Australia,Australia,Office Supplies,Offline,Low,2023-11-18,182252,2023-11-26,393,296.76,236.51,116626.68,92948.43,23678.25
South America,Argentina,Beverages,Offline,Medium,2021-09-29,861625,2021-10-14,51,160.48,119.11,8184.48,6074.61,2109.87
North America,Mexico,Electronics,Offline,Low,2021-03-27,851893,2021-04-02,140,96.17,58.65,13463.8,8211.0,5252.8
Asia,South Korea,Clothing,Offline,Low,2021-12-22,734390,2021-12-27,452,425.45,225.35,192303.4,101858.2,90445.2
Australia,New Zealand,Beverages,Offline,Critical,2022-09-12,121525,2022-09-21,495,33.44,21.7,16552.8,10741.5,5811.3
Asia,India,Electronics,Offline,Critical,2020-11-30,905364,2020-12-19,491,393.55,217.8,193233.05,106939.8,86293.25
North America,Canada,Furniture,Online,Critical,2023-12-07,828079,2023-12-18,189,203.35,126.22,38433.15,23855.58,14577.57
Australia,Australia,Electronics,Online,Critical,2020-07-26,523608,2020-07-30,482,405.6,342.67,195499.2,165166.94,30332.26
Australia,Australia,Clothing,Online,High,2022-04-10,398890,2022-04-12,93,382.55,299.56,35577.15,27859.08,7718.07
Europe,France,Food,Offline,Medium,2022-04-30,644539,2022-05-06,470,5.84,3.49,2744.8,1640.3,1104.5
Asia,India,Office Supplies,Online,Low,2021-12-29,414751,2022-01-12,307,479.86,421.59,147317.02,129428.13,17888.89
Asia,Japan,Beverages,Online,Critical,2021-08-10,232054,2021-08-29,266,230.42,137.24,61291.72,36505.84,24785.88
North America,Canada,Beverages,Offline,Medium,2020-08-04,248638,2020-08-21,390,178.0,91.01,69420.0,35493.9,33926.1
South America,Brazil,Food,Online,High,2020-10-10,710078,2020-10-26,194,436.39,273.84,84659.66,53124.96,31534.7
Africa,Egypt,Food,Offline,High,2021-10-26,506638,2021-11-07,226,136.53,102.04,30855.78,23061.04,7794.74
Asia,China,Food,Online,High,2022-02-26,204002,2022-03-18,267,485.61,274.34,129657.87,73248.78,56409.09
South America,Brazil,Electronics,Offline,Critical,2023-08-11,422110,2023-08-19,297,101.12,88.9,30032.64,26403.3,3629.34
Africa,Egypt,Beverages,Offline,Critical,2020-01-04,827116,2020-01-17,215,445.12,376.31,95700.8,80906.65,14794.15
South America,Brazil,Office Supplies,Offline,Critical,2020-09-07,717551,2020-09-14,326,94.28,69.98,30735.28,22813.48,7921.8
Asia,India,Furniture,Online,Medium,2021-12-25,371803,2021-12-29,28,377.47,272.11,10569.16,7619.08,2950.08
Europe,Spain,Electronics,Online,Medium,2022-05-14,416844,2022-05-22,440,479.45,430.99,210958.0,189635.6,21322.4
North America,Canada,Clothing,Online,Low,2020-05-01,734431,2020-05-17,400,412.3,355.87,164920.0,142348.0,22572.0
South America,Argentina,Electronics,Offline,Critical,2021-03-01,245957,2021-03-05,152,68.47,50.97,10407.44,7747.44,2660.0
South America,Chile,Furniture,Online,Critical,2021-08-14,752669,2021-08-22,348,401.66,282.94,139777.68,98463.12,41314.56
Africa,South Africa,Beverages,Online,Critical,2022-04-12,293074,2022-04-24,173,160.3,137.76,27731.9,23832.48,3899.42
Africa,Egypt,Electronics,Offline,Medium,2021-12-29,463306,2022-01-11,383,392.01,327.75,150139.83,125528.25,24611.58
North America,Canada,Beverages,Online,Low,2023-07-29,440955,2023-08-11,450,248.82,154.48,111969.0,69516.0,42453.0
Europe,UK,Beverages,Online,Low,2022-06-28,815976,2022-07-11,65,346.67,198.92,22533.55,12929.8,9603.75
South America,Chile,Beverages,Online,High,2021-07-11,904225,2021-07-28,431,292.04,221.16,125869.24,95319.96,30549.28
Australia,Australia,Beverages,Offline,Medium,2020-10-14,697299,2020-10-18,48,389.51,346.63,18696.48,16638.24,2058.24
North America,Canada,Food,Online,Medium,2023-08-01,284166,2023-08-07,275,201.12,180.11,55308.0,49530.25,5777.75
South America,Colombia,Clothing,Online,Low,2022-02-25,839212,2022-02-27,495,393.49,319.31,194777.55,158058.45,36719.1
South America,Brazil,Furniture,Offline,Medium,2023-02-09,768757,2023-02-23,203,248.65,177.42,50475.95,36016.26,14459.69
Europe,Germany,Clothing,Offline,Critical,2021-04-22,611916,2021-05-02,69,157.68,108.47,10879.92,7484.43,3395.49
Asia,Japan,Furniture,Online,Medium,2020-06-12,507240,2020-06-23,183,402.84,317.46,73719.72,58095.18,15624.54
Europe,UK,Office Supplies,Offline,Medium,2021-05-01,328596,2021-05-12,128,115.78,71.27,14819.84,9122.56,5697.28
Australia,New Zealand,Beverages,Online,Critical,2023-04-18,332120,2023-04-20,113,299.9,178.35,33888.7,20153.55,13735.15
North America,Mexico,Furniture,Online,Critical,2020-06-11,117108,2020-06-24,335,163.15,144.58,54655.25,48434.3,6220.95
Europe,Spain,Electronics,Online,Medium,2022-07-04,105737,2022-07-14,206,155.43,127.57,32018.58,26279.42,5739.16
North America,USA,Clothing,Online,Critical,2020-11-23,590361,2020-12-06,237,370.62,287.59,87836.94,68158.83,19678.11
North America,Mexico,Clothing,Online,Critical,2020-12-04,533482,2020-12-11,276,217.75,158.83,60099.0,43837.08,16261.92
Asia,South Korea,Beverages,Online,Medium,2023-02-02,663728,2023-02-10,300,145.99,120.94,43797.0,36282.0,7515.0
North America,Canada,Clothing,Offline,Medium,2020-06-02,737245,2020-06-22,111,270.39,141.82,30013.29,15742.02,14271.27
Australia,Australia,Clothing,Offline,High,2022-03-29,482149,2022-04-10,251,351.89,218.23,88324.39,54775.73,33548.66
North America,Canada,Office Supplies,Online,Critical,2021-11-10,702912,2021-11-20,319,477.28,404.13,152252.32,128917.47,23334.85
North America,Canada,Electronics,Offline,Low,2020-08-31,906575,2020-09-07,243,196.56,175.56,47764.08,42661.08,5103.0
North America,USA,Office Supplies,Online,Critical,2021-11-17,494878,2021-11-21,68,78.78,49.81,5357.04,3387.08,1969.96
Australia,Australia,Beverages,Offline,High,2021-12-17,568985,2021-12-29,48,225.9,168.94,10843.2,8109.12,2734.08
Africa,Egypt,Office Supplies,Online,Low,2020-12-16,973516,2020-12-20,84,375.04,213.29,31503.36,17916.36,13587.0
North America,Mexico,Beverages,Online,Medium,2022-10-27,482398,2022-11-01,5,70.95,41.26,354.75,206.3,148.45
Europe,Spain,Office Supplies,Offline,High,2021-12-14,998740,2021-12-28,390,205.25,118.73,80047.5,46304.7,33742.8
Europe,Spain,Office Supplies,Offline,Low,2023-08-12,228821,2023-08-16,443,429.41,258.86,190228.63,114674.98,75553.65
South America,Brazil,Food,Offline,Medium,2021-05-28,572055,2021-05-31,331,185.31,164.92,61337.61,54588.52,6749.09
Australia,Australia,Electronics,Online,Critical,2021-02-23,859778,2021-03-04,450,345.46,248.81,155457.0,111964.5,43492.5
Asia,South Korea,Food,Offline,High,2021-08-13,460408,2021-08-29,361,403.18,270.9,145547.98,97794.9,47753.08
Europe,France,Beverages,Online,Critical,2023-12-01,224949,2023-12-16,65,80.19,40.9,5212.35,2658.5,2553.85
Europe,Italy,Beverages,Online,High,2022-02-21,927372,2022-02-26,206,13.4,10.9,2760.4,2245.4,515.0
Australia,New Zealand,Office Supplies,Offline,Critical,2022-07-16,623815,2022-08-02,70,129.31,102.99,9051.7,7209.3,1842.4
Australia,New Zealand,Office Supplies,Offline,Low,2023-12-12,715674,2023-12-14,360,387.17,273.49,139381.2,98456.4,40924.8
Australia,Australia,Beverages,Online,Medium,2020-05-13,139402,2020-05-15,419,23.01,13.36,9641.19,5597.84,4043.35
North America,Canada,Electronics,Offline,High,2023-08-18,163716,2023-08-27,77,482.54,298.16,37155.58,22958.32,14197.26
Europe,Spain,Furniture,Offline,High,2020-03-24,192831,2020-04-13,50,63.56,37.35,3178.0,1867.5,1310.5
Australia,New Zealand,Food,Offline,Critical,2021-07-03,803601,2021-07-10,155,469.22,241.17,72729.1,37381.35,35347.75
Australia,New Zealand,Office Supplies,Online,Critical,2023-04-30,947323,2023-05-11,132,425.43,372.46,56156.76,49164.72,6992.04
North America,Canada,Clothing,Offline,Critical,2021-10-21,578470,2021-10-29,418,472.88,389.59,197663.84,162848.62,34815.22
South America,Argentina,Clothing,Online,High,2023-04-14,842303,2023-05-04,68,189.59,152.92,12892.12,10398.56,2493.56
